,cod_localidad,id_provincia,id_departamento,categoria,provincia,localidad,nombre,domicilio,código postal,número de teléfono,mail,web
12,06490010,06,06490,Espacios de Exhibición Patrimonial,Buenos Aires,Banfield,Museo De Artes Plásticas Pío Collivadino,Medrano 165,B1828IPC,114202 5223,,
13,06070010,06,06070,Espacios de Exhibición Patrimonial,Buenos Aires,Baradero,Museo Aeronáutico Baradero Vicente 'Tito' Churín,Jorge Newbery 1450,B2942EXR,3329481 689,aeroclub_baradero@hotmail.com,
14,06756010,06,06756,Espacios de Exhibición Patrimonial,Buenos Aires,Beccar,Museo Lucy Mattos,Av. Libertador 17426,B1643CRO,114732 2585,,
15,06098010,06,06098,Espacios de Exhibición Patrimonial,Buenos Aires,Berisso,Museo De La Soda Y El Sifón,60 N° 768 / 128 (Rotonda),B1924CKS,221424 8537,,
16,06098010,06,06098,Espacios de Exhibición Patrimonial,Buenos Aires,Berisso,Asociación 1871 Museo De Berisso,Av. 32 Esq. Montevideo,1923,221461 3166,,
17,06098010,06,06098,Espacios de Exhibición Patrimonial,Buenos Aires,Berisso,Museo Ornitolólogico Municipal De Berisso,Montevideo 821,B1923HMH,221464 5574,,
18,06658010,06,06658,Espacios de Exhibición Patrimonial,Buenos Aires,Bernal,Museo Municipal Histórico Regional Almirante Brown,25 de Mayo 198,B1876AWD,114252 5508,,
19,06028010,06,06028,Espacios de Exhibición Patrimonial,Buenos Aires,Burzaco,Museo Claudio León Sempere,Colón 581,B1852BSE,114299 7279,,
20,06266020,06,06266,Espacios de Exhibición Patrimonial,Buenos Aires,Capilla del Señor,Museo Del Periodismo Bonaerense,Rivadavia 477,B2812DII,,,
21,06266020,06,06266,Espacios de Exhibición Patrimonial,Buenos Aires,Capilla del Señor,Museo De Arte Sacro Amalia Sosa Palacio De Carol,Bolívar 338,B2812AVH,2323492 981,,
22,06007010,06,06007,Espacios de Exhibición Patrimonial,Buenos Aires,Carhue,Museo Regional Dr. Adolfo Alsina,Rivadavia y Laprida,6430,2936430 967,,
23,06602030,06,06602,Espacios de Exhibición Patrimonial,Buenos Aires,Carmen de Patagones,Museo Histórico Regional Emma Nozzi,J.J.Biedma 64,B8504BVB,2920462 729,,
24,06602030,06,06602,Espacios de Exhibición Patrimonial,Buenos Aires,Carmen de Patagones,Museo Carmen De Patagones De La Prefectura Naval Argentina,Mitre 350,B8504BUF,2920461 742,,
25,06840010,06,06840,Espacios de Exhibición Patrimonial,Buenos Aires,Caseros,Palacio San José - Museo Y Monumento Histórico Nacional Justo José De Urquiza,Ruta Provincial 39 Km. 128 (Desvio al Norte 3 Km.),E3262AZR,3442432 620,,
26,06210020,06,06210,Espacios de Exhibición Patrimonial,Buenos Aires,Chacabuco,Museo Y Archivo Histórico,Moreno 171,B6740EGC,2352426 699,,
27,06357080,06,06357,Espacios de Exhibición Patrimonial,Buenos Aires,Chapadmalal,Museo Unidad Turística Chapadmalal Eva Perón,Ruta Nº 11 Km 33.5 Hotel Nº 5.,5857,223469 9291,,
28,06217010,06,06217,Espacios de Exhibición Patrimonial,Buenos Aires,Chascomus,Museo Pampeano,Avda. Lastra y Muñiz,B7130FRA,2241430 982,,
29,06224010,06,06224,Espacios de Exhibición Patrimonial,Buenos Aires,Chivilcoy,Museo De Artes Plásticas Pompeo Boggio,Bolívar 319,B6620HBG,2346422 113,culturachivilcoy@hotmail.com,
30,06224010,06,06224,Espacios de Exhibición Patrimonial,Buenos Aires,Chivilcoy,Museo Histórico Municipal F. A. Castagnino,9 de Julio 177,B6620FKC,2346422 185,,
31,06224010,06,06224,Espacios de Exhibición Patrimonial,Buenos Aires,Chivilcoy,Museo Arqueológico Municipal,9 de Julio 177,B6620FKC,2346422 185,,
32,06840010,06,06840,Espacios de Exhibición Patrimonial,Buenos Aires,Ciudadela,Museo Histórico Del Ejército Argentino,Carlos Pellegrini 4000,B1702BDV,114653 1818,museoejercito@gmail.com,www.dahe.ejercito.mil.ar
33,06833020,06,06833,Espacios de Exhibición Patrimonial,Buenos Aires,Claromeco,Museo Regional De Claromecó Aníbal Paz,Calle 28 Entre 9 y 11 S/N,7505,2982480 213,museoclaromeco@gimeil.com,
34,06119050,06,06119,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Brandsen,Micro Cosmo Museum 1Er. Complejo Museístico Mundial Del Microcosmos,Azcuénaga 926,B1980EIT,2223344 5628,,
35,06189030,06,06189,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Dorrego,Museo Regional Dr. Carlos Funes Derieul,Maciel 555,B8150CSK,2921409 228,,
36,06196010,06,06196,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Pringles,Museo Antimuseo Pillahuincó,Cabrera 455,B7530DJI,2922462 680,,
37,06196010,06,06196,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Pringles,Museo Agrario Y De Transporte,Sáenz Peña y Stagmann,7530,2922406 2680,,
38,06196010,06,06196,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Pringles,Museo De Ciencias Naturales,Alem 1375,B7530ALE,2922463 688,,
39,06196010,06,06196,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Pringles,Museo Municipal De Bellas Artes,Juan P. Cabrera 455,B7530DJI,2922462 680,,
40,06196010,06,06196,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Pringles,Museo Pringles De Arqueología E Historia,Alvear Entre Colón y España,7530,2922462 459,,
41,06196010,06,06196,Espacios de Exhibición Patrimonial,Buenos Aires,Coronel Pringles,Museo Miguel G. Flesia,Stegmann 1032,B7530DBV,2922466 166 INT 32,,
42,06238010,06,06238,Espacios de Exhibición Patrimonial,Buenos Aires,Dolores,Museo Histórico Provincial Libres Del Sur,Juan Bautista Selva 390,B7100BIH,2245442 730,,
43,06238010,06,06238,Espacios de Exhibición Patrimonial,Buenos Aires,Dolores,Museo Del Colegio Nacional Aristóbulo Del Valle,Crámer 450,B7100ADJ,2245446 276,,
44,06392040,06,06392,Espacios de Exhibición Patrimonial,Buenos Aires,Emilio V. Bunge,Museo Comunal Pedro Bargero,Gobernador Arias 496,B6241AIJ,3388493 535,bargero@servicoopsa.com.ar,
45,06245010,06,06245,Espacios de Exhibición Patrimonial,Buenos Aires,Ensenada,Museo Y Biblioteca Juan Guarnieri - Casa Huarpe,Leandro N. Alem 1081,B1925BNS,221460 2370,,
46,06245010,06,06245,Espacios de Exhibición Patrimonial,Buenos Aires,Ensenada,Museo Histórico Fuerte De La Ensenada De Barragán,Avda. Almirante Brown y Calle 60 Punta Lara,1925,221469 1642,,
47,06245010,06,06245,Espacios de Exhibición Patrimonial,Buenos Aires,Ensenada,Museo Contraalmirante Rafael E. Chalier,Río Santiago - Escuela Naval Militar,1927,2214317 2396,,
48,06274010,06,06274,Espacios de Exhibición Patrimonial,Buenos Aires,Florencio Varela,Museo Histórico Provincial Guillermo E. Hudson,"Calle 1356 (El Zaino), Entre Av. Hudson y 1379",1888,2229497 314,,
49,06861010,06,06861,Espacios de Exhibición Patrimonial,Buenos Aires,Florida,Museo De La Piedra Argentina,Esteban Echeverría 333,1602,114760 9138,,
50,06861010,06,06861,Espacios de Exhibición Patrimonial,Buenos Aires,Florida,Museo Forrajeria De La Familia García,Gral. José María Paz 1584,B1602AYD,114796 9556,,
51,06301010,06,06301,Espacios de Exhibición Patrimonial,Buenos Aires,General Belgrano,Museo Histórico Municipal Alfredo E. Múlgura,Avda. Larrea 454,B7223GUO,,,
52,06322010,06,06322,Espacios de Exhibición Patrimonial,Buenos Aires,Gral. la Madrid,Archivo Y Museo Histórico Juan Carlos Pacín,San Martín 545,B7406AMK,,,
53,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Historia De La Medicina Dr. Santiago Garostiague,Avda. 60 y 120 Facultad de Ciencias Médicas,1900,221424 1596 INT 374,,
54,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Y Galería Fotográfica Mugafo Centro Cultural Islas Malvinas,Calle 19 E/ 50 y 51,B1900TQU,221417 6795,,
55,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Anatomía Veterinaria Dr. Víctor Manuel Arroyo,Calle 60 y 118,B1904AAO,221423 6663 INT 424,,
56,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Historia Militar Teniente General Julio Argentino Roca,Calle 137 y 635,1909,221450 1214,,
57,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Almafuerte,Calle 66 530,B1904ASJ,221427 5631,,
58,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Provincial De Bellas Artes Emilio Pettoruti,Avda. 51 N° 525 E/5 y 6,B1900AVK,221421 8619,,
59,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Pictórico Indigenista Yana Kúntur,"Calle 516, N°2479 Entre 19 y 20",1900,221484 2526,,
60,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Instrumentos Musicales Dr. Emilio Azzarini,Calle 45 Nro. 582,B1900ADX,221424 0401,museo azzarini@hotmail.com,
61,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De La Artesanía Tradicional Argentina Y Latinoamericanajuan Alfonso Carrizo,Calle 2 N° 417,B1902CHQ,221424 4684,,
62,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo José Juan Podestá,10 N° 727 Entre 46 y 47,B1900TIY,221424 8457,,
63,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Arte Contemporáneo Latinoamericano (Macla),50 E/ 6 y 7 Pasaje Dardo Rocha,B1900ASW,221427 1843,,
64,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Gráfico E Histórico Del Club De Gimnasia Y Esgrima La Plata,4 N° 979,B1900TDT,221422 2510,,
65,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Del Automóvil Colección Rau,Av. 1 Nº 121 Entre 34 y 35,B1902CGC,221427 6660,,
66,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De La Plata,Paseo del Bosque S/N,1900,221423 4910,,
67,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Municipal De Arte,Calle 50 Entre 6 y 7. Pasaje Dardo Rocha,B1900ASW,221423 5033,museomumart@yahoo.com.ar,
68,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Y Archivo Dardo Rocha,Calle 50 N° 933,B1900ATK,,,
69,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Eclesiástico Catedral,Calle 14 Entre 51 y 53,B1900DVL,221427 3504,museo-catedral@yahoo.com.ar,www.catedraldelaplata.com
70,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Arte Contemporáneo Beato Angélico,Calle 47 Entre 16 y Diag. 73,B1900AKQ,221424 8906,museobangelico@ucalp.edu.ar,www.ucalp.edu.ar
71,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Archivo Histórico Y Museo Del Servicio Penitenciario Bonaerense,35 N° 535 E/ 5 y 6,B1902BBU,221429 3892,,
72,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Física,"Calle 115, Entre 49 y 50 S/N",1900,221424 6062,,
73,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Del Tango Platense Oscar A. Bozzarelli,15 Nº 1579,B1904CTG,221424 2698,,
74,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Odontología Orestes Walter Siutti,50 E/ 1 y 15 - Facultad de Odontología,1900,221423 6777,,
75,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo De Calcos,"Diagonal 78 N 680, Oficina 16",B1904BTD,221427 6304,,
76,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,La Plata,Museo Policial,Calle 54 N° 393 Entre 2 y 3,B1900BDO,221423 1876,,
77,06357120,06,06357,Espacios de Exhibición Patrimonial,Buenos Aires,Laguna de Los Padres,Museo Municipal José Hernández,"Ruta 226 Km. 14,5",B7601XAD,223463 1394,,
78,06469080,06,06469,Espacios de Exhibición Patrimonial,Buenos Aires,Lincoln,Museo Enrique Urcola,Avdea. 9 de Julio 260,B6070ACP,2355421 262,,
79,06476030,06,06476,Espacios de Exhibición Patrimonial,Buenos Aires,Loberia,Museo De Ciencias Naturales Gesué P. Noseda,Alvear 181,B7635BWC,2261442 227,,
80,06483040,06,06483,Espacios de Exhibición Patrimonial,Buenos Aires,Lobos,Museo Y Biblioteca Provincial Presidente Juan Domingo Perón,Pte. Perón 482,B7240AAJ,2227422 843,,
81,06497060,06,06497,Espacios de Exhibición Patrimonial,Buenos Aires,Lujan,Complejo Museográfico Provincial Enrique Udaondo,"Calle Lavalle 917, Entre Lezica y Torrezuri",B6700ANU,2323420 245,,
82,06497060,06,06497,Espacios de Exhibición Patrimonial,Buenos Aires,Lujan,Museo Municipal De Bellas Artes Fernán Félix De Amador,9 de Julio 863,B6700CDM,2323420 755,,
83,06357110,06,06357,Espacios de Exhibición Patrimonial,Buenos Aires,Mar del Plata,Centro Cultural Victoria Ocampo,Matheu 1851,B7602GAK,223492 0569,gestion@cultura.mardelplata.cultura.com.ar,
84,06357110,06,06357,Espacios de Exhibición Patrimonial,Buenos Aires,Mar del Plata,Museo Municipal De Arte Juan Carlos Castagnino,Avda. Colón 1189 - Villa Ortiz Basualdo,B7600FXE,223486 1636,,
85,06357110,06,06357,Espacios de Exhibición Patrimonial,Buenos Aires,Mar del Plata,Museo Municipal De Ciencias Naturales Lorenzo Scaglia,Avda. Libertad 3099,B7600HJB,223473 8791,,
86,06357110,06,06357,Espacios de Exhibición Patrimonial,Buenos Aires,Mar del Plata,Archivo Museo Histórico Municipal Roberto T. Barili,Lamadrid 3870,B7602CQV,223495 1200,,
87,06525020,06,06525,Espacios de Exhibición Patrimonial,Buenos Aires,Marcos Paz,Museo De Arte Hispano Luso Americano Y Del Folklore,Hipólito Irigoyen 377,B1727BAG,220477 1110,,
88,06756010,06,06756,Espacios de Exhibición Patrimonial,Buenos Aires,Martínez,Museo Chavín De Huantar,Luis Sáenz Peña 2864,B1640ITF,114798 1835,,
89,06280040,06,06280,Espacios de Exhibición Patrimonial,Buenos Aires,Miramar,Museo De La Región De Ansenuza Aníbal Montes,Sarmiento Esq. Urquiza,X5143BQG,3563493 621,,
90,06280040,06,06280,Espacios de Exhibición Patrimonial,Buenos Aires,Miramar,Museo Del Gran Hotel Viena De Miramar,Croacia S/N,X5143BQG,,,
91,06280040,06,06280,Espacios de Exhibición Patrimonial,Buenos Aires,Miramar,Museo Municipal Punta Hermengo,"Vivero Bosque ""Florentino Ameghino""",7607,,,
92,06280040,06,06280,Espacios de Exhibición Patrimonial,Buenos Aires,Miramar,Museo Fotográfico De Miramar,Libertad 124,X5143BQD,3563493078,,
93,06260010,06,06260,Espacios de Exhibición Patrimonial,Buenos Aires,Monte Grande,Museo Histórico Municipal La Campana,"Deán Gregorio Funes 1221, B° la Morita",1842,114290 0437,,
94,06553020,06,06553,Espacios de Exhibición Patrimonial,Buenos Aires,Monte Hermoso,Museo Municipal De Ciencias Naturales,"Avda. Recalada 243,",B8153CMC,2921482 601,,
95,06568010,06,06568,Espacios de Exhibición Patrimonial,Buenos Aires,Morón,Museo De La Catedral De Morón Inmaculada Concepción Del Buen Viaje,Gral. Manuel Belgrano 327,B1708IFG,114629 0969,mensajes@catedraldemoron.org.ar,
96,06568010,06,06568,Espacios de Exhibición Patrimonial,Buenos Aires,Morón,Museo Histórico Y De Arte Gral. José De San Martín,Casullo 59,B1708IPA,114629 1456,arteycultura@moron.gov.ar,
97,06568010,06,06568,Espacios de Exhibición Patrimonial,Buenos Aires,Morón,Museo Nacional De Aeronáutica Brig. Edmundo H. Civati Bernasconi,Avda. Eva Perón 2200,B1708FEU,114697 9780,museonacionalaeronautica@yahoo.com.ar,
98,06861010,06,06861,Espacios de Exhibición Patrimonial,Buenos Aires,Munro,Museo Del Cine Lumiton,Sargento Cabral 2354,B1605EEH,114721 9255,,
99,06700060,06,06700,Espacios de Exhibición Patrimonial,Buenos Aires,Pigüe,Museo Y Archivo De La Ciudad De Pigüé,"Parque Municipal ""Fortunato Chiappara""",8170,2923475 001,,
100,06651080,06,06651,Espacios de Exhibición Patrimonial,Buenos Aires,Púan,Museo Municipal Ignacio Balvidares,San Martín y Garay,8180,2923498 018,,
101,06560010,06,06560,Espacios de Exhibición Patrimonial,Buenos Aires,Puente Márquez,Museo Orlando Ambrosio Binaghi,Puente de Márquez 1251 y Mendoza,1742,237468 5533,,
102,06658010,06,06658,Espacios de Exhibición Patrimonial,Buenos Aires,Quilmes,Museo Municipal Del Transporte Don Carlos Hillner Y Decoud,Laprida y Ricardo Rojas,B1879BTQ,114280 5488,,
103,06658010,06,06658,Espacios de Exhibición Patrimonial,Buenos Aires,Quilmes,Museo De Artes Visuales Víctor E. Roverano,Rivadavia 498,B1878KJJ,114224 5336,,
104,06658010,06,06658,Espacios de Exhibición Patrimonial,Buenos Aires,Quilmes,Museo Municipal Histórico Fotográfico De Quilmes Gerónima Irma Giles Y Gaetano De Mayol,25 de Mayo 218 Este / Lavalle y Brown,B1878JZF,114253 9162,,
105,06665040,06,06665,Espacios de Exhibición Patrimonial,Buenos Aires,Ramallo,Museo Histórico Municipal De Ramallo Hércules J. Rabagliati,Moreno 890,B2915BNR,3407422 930,,
106,06343030,06,06343,Espacios de Exhibición Patrimonial,Buenos Aires,Ranchos,Museo Histórico De Ranchos Marta Inés Martínez,Leopoldo Casal 3059,B1987BDO,2241475 477,museoranchos@yahoo.com.ar,
107,06343030,06,06343,Espacios de Exhibición Patrimonial,Buenos Aires,Ranchos,Museo Ferroviario Ranchos,Belgrano y Moreno,1987,2241482 002,,
108,06672010,06,06672,Espacios de Exhibición Patrimonial,Buenos Aires,Rauch,Museo Municipal De Artes Plásticas Faustino Jorge Bonadeo,Avda. San Martín 155,B7203BPB,2297443 249,,
109,06721020,06,06721,Espacios de Exhibición Patrimonial,Buenos Aires,Salliquelo,Museo Gabriel Campomar Cervera,Brasil 455,B6339AKK,2394480 672,,
110,06714060,06,06714,Espacios de Exhibición Patrimonial,Buenos Aires,Salto,Museo Rincón De Historia,Oscar Eduardo Quiñones,2741,2474424 809,,
111,06371010,06,06371,Espacios de Exhibición Patrimonial,Buenos Aires,San Andrés,Museo Histórico Regional Brigadier General Don Juan Manuel De Rosas,Diego Pombo 3324,B1651AFJ,114830 0683,,
112,06735020,06,06735,Espacios de Exhibición Patrimonial,Buenos Aires,San Antonio de Areco,Museo De Artes Plásticas Juan B. Tapia,Lavalle 363,B2760BME,2326456 202,,
113,06735020,06,06735,Espacios de Exhibición Patrimonial,Buenos Aires,San Antonio de Areco,Centro Cultural Y Museo Usina Vieja,Alsina 66,B2760ACB,2326456 202,usinavieja@hotmail.com,
114,06735020,06,06735,Espacios de Exhibición Patrimonial,Buenos Aires,San Antonio de Areco,Museo Evocativo Y De Bellas Artes Osvaldo Gasparini,Alvear 521,B2760ADK,2326454 243,,
115,06735020,06,06735,Espacios de Exhibición Patrimonial,Buenos Aires,San Antonio de Areco,Parque Criollo Y Museo Gauchesco Ricardo Güiraldes,Camino Ricardo Güiraldes S/N,2760,2326455 839,,
116,06756010,06,06756,Espacios de Exhibición Patrimonial,Buenos Aires,San Isidro,Museo Histórico Municipal Brig. Gral. Juan M. Pueyrredón,Rivera Indarte 48,B1642IFB,114512 3131,,
117,06756010,06,06756,Espacios de Exhibición Patrimonial,Buenos Aires,San Isidro,Museo Biblioteca Y Archivo Histórico Municipal De San Isidro Dr. Horacio Beccar Varela,Adrián Beccar Varela 774,B1642DMD,114575 4038,,
118,06427010,06,06427,Espacios de Exhibición Patrimonial,Buenos Aires,San Justo,Museo Histórico Municipal Rosa Giussani De Piva,9 de Julio 2457,S3040AGI,3498420 004,,
119,06760010,06,06760,Espacios de Exhibición Patrimonial,Buenos Aires,San Miguel,Museo Mariposas Del Mundo,Italia 650,B1663NXN,114664 2108,,
120,06763050,06,06763,Espacios de Exhibición Patrimonial,Buenos Aires,San Nicolás de Los Arroyos,Museo Y Archivo Histórico Municipal Don Gregorio Santiago Chervo,Francia 187,B2900HVC,3461422 259,,
121,06763050,06,06763,Espacios de Exhibición Patrimonial,Buenos Aires,San Nicolás de Los Arroyos,Museo Y Biblioteca De La Casa Del Acuerdo De San Nicolás,De la Nación 139-143,B2900AAC,3461421 452,,
122,06791050,06,06791,Espacios de Exhibición Patrimonial,Buenos Aires,Tandil,Museo Municipal De Bellas Artes De Tandil (Mumbat),Chacabuco 357,B7000AKI,2293432 067,museotandil@hotmail.com,
123,06791050,06,06791,Espacios de Exhibición Patrimonial,Buenos Aires,Tandil,Museo Histórico Fuerte Independencia,4 de Abril 845,B7000BAI,2293435 573,museodelfuerte@yahoo.com.ar,
124,06798020,06,06798,Espacios de Exhibición Patrimonial,Buenos Aires,Tapalqué,Museo Y Centro De Cultura,Avda. Belgrano 225,B7303BIC,2283420 551,,
125,06805010,06,06805,Espacios de Exhibición Patrimonial,Buenos Aires,Tigre,Museo De La Reconquista,Avda. Liniers y Padre Castañeda,B1648DAP,114512 4496,cultura@tigre.gov.ar,
126,06805010,06,06805,Espacios de Exhibición Patrimonial,Buenos Aires,Tigre,Museo Naval De La Nación,Paseo Victorica 602,B1648DVN,114749 0608,museonaval@ara.mil.ar,www.ara.mil.ar
127,06805010,06,06805,Espacios de Exhibición Patrimonial,Buenos Aires,Tigre,Museo Histórico De La Prefectura Naval Argentina,Avda. Liniers 1264,B1648DAZ,114749 6161,,www.prefecturanaval.edu.ar/museo/
128,06805010,06,06805,Espacios de Exhibición Patrimonial,Buenos Aires,Tigre,Museo De Arte Tigre,Paseo Victorica 972,B1648DVT,114512 4528,museodearte@tigre.gov.ar,
129,06819040,06,06819,Espacios de Exhibición Patrimonial,Buenos Aires,Tornquist,Museo Histórico Regional Fuerte Argentino,Gral. Paz 51,B8160AWA,231494 0810,mspialtini@yahoo.com.ar,
130,06826050,06,06826,Espacios de Exhibición Patrimonial,Buenos Aires,Trenque Lauquen,Museo Histórico De Las Campañas Al Desierto Gral. Conrado E. Villegas,San Martín 1150,B6400CFN,2392423 673,,
131,06826050,06,06826,Espacios de Exhibición Patrimonial,Buenos Aires,Trenque Lauquen,Museo Cívico Almafuerte,Almafuerte 174,B6400AKF,,,
132,06833100,06,06833,Espacios de Exhibición Patrimonial,Buenos Aires,Tres Arroyos,Museo Municipal José A. Mulazzi,San Martín 323,B7500IKD,2983434 555,,
133,06833100,06,06833,Espacios de Exhibición Patrimonial,Buenos Aires,Tres Arroyos,Museo De Bellas Artes De Tres Arroyos,Avda. Moreno 232,B7500GHP,2983432 354,,
134,06861010,06,06861,Espacios de Exhibición Patrimonial,Buenos Aires,Vicente López,Museo Rómulo Raggio,Gaspar Campos 861,B1638ARO,114791 0868,,
135,06749010,06,06749,Espacios de Exhibición Patrimonial,Buenos Aires,Victoria,Museo De La Ciudad Carlos A. Anadón,Avda. Congreso 593,E3153BEK,3436421 063,,
136,06749010,06,06749,Espacios de Exhibición Patrimonial,Buenos Aires,Victoria,Museo Ovni Y De La Ciencia,Sarmiento 526,E3153EZH,3436427 596,,
137,06756010,06,06756,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Adelina,Museo De La Palabra,Luis María Drago 2265,B1607CYC,114766 8746,,
138,06371010,06,06371,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Ballester,Museo Argentino De La Gaseosa (Mag),Lacroze 5063 5°A,B1653BFI,114764 6945,info@mag.org.ar,
139,06371010,06,06371,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Ballester,Museo Histórico José Hernández - Chacra Pueyrredón,Presbítero Carballo 5042 (Calle 111),B1653IPD,114847 5035,,
140,06441030,06,06441,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Elisa,El Porvenir - Monumento Histórico Municipal Y Museo Regional,Churruarín S/N,3265,3447481 666,,
141,06056010,06,06056,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Espora,Museo De La Aviación Naval,Base Aeronaval Comandante Espora,B8107ZAA,2932487 999,museo_aeronaval@yahoo.com,www.museoaeronaval.ara.mil.ar
142,06868020,06,06868,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Gesell,Museo Y Archivo Histórico Municipal,"Alameda 201 y Calle 303, Pinar del Norte",7165,2255468 624,,
143,06270010,06,06270,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Santa Rosa,Museo Histórico Municipal De Villa Santa Rosa,Urquiza 474,X5133XAG,3574480 425,,
144,06270010,06,06270,Espacios de Exhibición Patrimonial,Buenos Aires,Villa Santa Rosa,Museo Casa Natal Del Cura Brochero,"Deán Funes, Esq. Luis R. García",X5133XAG,3574480 210,,
